player,shirtnumber,nationality,position,age,minutes,tackles,tackles_won,tackles_def_3rd,tackles_mid_3rd,tackles_att_3rd,challenge_tackles,challenges,challenge_tackles_pct,challenges_lost,blocks,blocked_shots,blocked_passes,interceptions,tackles_interceptions,clearances,errors,Matchweek,Season,cards_yellow,cards_red,cards_yellow_red,fouls,fouled,offsides,crosses,pens_won,pens_conceded,own_goals,ball_recoveries,aerials_won,aerials_lost,aerials_won_pct,passes_completed,passes,passes_pct,passes_total_distance,passes_progressive_distance,passes_completed_short,passes_short,passes_pct_short,passes_completed_medium,passes_medium,passes_pct_medium,passes_completed_long,passes_long,passes_pct_long,assists,xg_assist,pass_xa,assisted_shots,passes_into_final_third,passes_into_penalty_area,crosses_into_penalty_area,progressive_passes,passes_live,passes_dead,passes_free_kicks,through_balls,passes_switches,throw_ins,corner_kicks,corner_kicks_in,corner_kicks_out,corner_kicks_straight,passes_offsides,passes_blocked,touches,touches_def_pen_area,touches_def_3rd,touches_mid_3rd,touches_att_3rd,touches_att_pen_area,touches_live_ball,take_ons,take_ons_won,take_ons_won_pct,take_ons_tackled,take_ons_tackled_pct,carries,carries_distance,carries_progressive_distance,progressive_carries,carries_into_final_third,carries_into_penalty_area,miscontrols,dispossessed,passes_received,progressive_passes_received,goals,pens_made,pens_att,shots,shots_on_target,xg,npxg,sca,gca
Jules Koundé,23,fr FRA,"RB,CB",23-295,90,,,,,,,,,,,,,,,,,4,2022-2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.0,5.0,28.0,29.0,8.0,3.0,64.0,1.0,1.0,100.0,0.0,0.0,45.0,195.0,85.0,1.0,1.0,0.0,3.0,0.0,43.0,2.0,,,,,,,,,
Marc-André ter Stegen,1,de GER,GK,30-126,90,,,,,,,,,,,,,,,,,4,2022-2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.0,36.0,48.0,0.0,0.0,0.0,48.0,0.0,0.0,,0.0,,32.0,161.0,127.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,,,,,,,,,
Ante Budimir,17,hr CRO,FW,31-044,80,,,,,,,,,,,,,,,,,4,2022-2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.0,0.0,0.0,4.0,11.0,2.0,15.0,0.0,0.0,,0.0,,5.0,11.0,1.0,0.0,0.0,0.0,3.0,1.0,12.0,5.0,,,,,,,,,
   Kiké,18,es ESP,FW,32-283,10,,,,,,,,,,,,,,,,,4,2022-2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,,0.0,,3.0,9.0,4.0,0.0,0.0,0.0,0.0,1.0,4.0,1.0,,,,,,,,,
Aimar Oroz,22,es ESP,FW,20-281,90,,,,,,,,,,,,,,,,,4,2022-2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.0,0.0,7.0,14.0,28.0,3.0,49.0,5.0,1.0,20.0,4.0,80.0,23.0,117.0,39.0,0.0,1.0,0.0,1.0,1.0,35.0,5.0,,,,,,,,,
Moi Gómez,16,es ESP,LM,28-073,80,,,,,,,,,,,,,,,,,4,2022-2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.0,0.0,3.0,17.0,19.0,2.0,38.0,2.0,1.0,50.0,0.0,0.0,13.0,66.0,34.0,1.0,0.0,0.0,0.0,1.0,25.0,4.0,,,,,,,,,
   Pablo Ibáñez,19,es ESP,"CM,LM",23-349,10,,,,,,,,,,,,,,,,,4,2022-2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,3.0,5.0,1.0,0.0,0.0,6.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
Lucas Torró,6,es ESP,CM,28-047,51,,,,,,,,,,,,,,,,,4,2022-2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.0,1.0,3.0,16.0,6.0,3.0,25.0,0.0,0.0,,0.0,,9.0,43.0,31.0,1.0,0.0,0.0,1.0,0.0,18.0,0.0,,,,,,,,,
   Darko Brašanac,8,rs SRB,CM,30-204,39,,,,,,,,,,,,,,,,,4,2022-2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.0,0.0,3.0,8.0,4.0,2.0,13.0,1.0,1.0,100.0,0.0,0.0,4.0,21.0,21.0,1.0,2.0,0.0,0.0,0.0,5.0,2.0,,,,,,,,,
Jon Moncayola,7,es ESP,CM,24-114,80,,,,,,,,,,,,,,,,,4,2022-2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.0,0.0,7.0,17.0,10.0,0.0,34.0,0.0,0.0,,0.0,,11.0,41.0,11.0,0.0,1.0,0.0,1.0,0.0,20.0,3.0,,,,,,,,,
   Abdessamad Ezzalzouli,12,ma MAR,"LM,CM",20-261,10,,,,,,,,,,,,,,,,,4,2022-2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,0.0,2.0,2.0,4.0,1.0,8.0,0.0,0.0,,0.0,,2.0,28.0,25.0,1.0,0.0,1.0,1.0,1.0,3.0,1.0,,,,,,,,,
Ezequiel Ávila,9,ar ARG,RM,28-210,71,,,,,,,,,,,,,,,,,4,2022-2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.0,1.0,6.0,15.0,19.0,1.0,40.0,4.0,2.0,50.0,2.0,50.0,22.0,102.0,48.0,0.0,1.0,0.0,3.0,1.0,32.0,5.0,,,,,,,,,
   Rubén García,14,es ESP,RM,29-052,19,,,,,,,,,,,,,,,,,4,2022-2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,0.0,2.0,3.0,5.0,1.0,10.0,0.0,0.0,,0.0,,3.0,7.0,1.0,0.0,0.0,0.0,1.0,0.0,4.0,1.0,,,,,,,,,
Juan Cruz Armada,3,es ESP,LB,30-038,90,,,,,,,,,,,,,,,,,4,2022-2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.0,2.0,15.0,18.0,13.0,0.0,46.0,0.0,0.0,,0.0,,16.0,93.0,49.0,1.0,0.0,0.0,1.0,0.0,21.0,2.0,,,,,,,,,
David García,5,es ESP,CB,28-202,90,,,,,,,,,,,,,,,,,4,2022-2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.0,8.0,28.0,19.0,0.0,0.0,47.0,0.0,0.0,,0.0,,14.0,49.0,13.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,,,,,,,,,
Unai García,4,es ESP,CB,30-213,90,,,,,,,,,,,,,,,,,4,2022-2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.0,0.0,27.0,19.0,1.0,0.0,45.0,1.0,0.0,0.0,0.0,0.0,16.0,75.0,46.0,1.0,1.0,0.0,0.0,0.0,24.0,0.0,,,,,,,,,
Nacho Vidal,2,es ESP,RB,27-223,90,,,,,,,,,,,,,,,,,4,2022-2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.0,2.0,22.0,18.0,18.0,0.0,57.0,2.0,1.0,50.0,1.0,50.0,18.0,106.0,45.0,2.0,1.0,0.0,1.0,1.0,23.0,3.0,,,,,,,,,
Sergio Herrera,1,es ESP,GK,29-091,90,,,,,,,,,,,,,,,,,4,2022-2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.0,22.0,37.0,0.0,0.0,0.0,37.0,0.0,0.0,,0.0,,17.0,107.0,70.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,,,,,,,,,
Sergio Camello,34,es ESP,FW,21-206,80,,,,,,,,,,,,,,,,,4,2022-2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.0,1.0,2.0,9.0,5.0,0.0,16.0,1.0,1.0,100.0,0.0,0.0,8.0,53.0,21.0,1.0,1.0,0.0,5.0,1.0,12.0,2.0,,,,,,,,,
   Radamel Falcao,9,co COL,FW,36-206,10,,,,,,,,,,,,,,,,,4,2022-2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,0.0,0.0,1.0,4.0,0.0,5.0,0.0,0.0,,0.0,,3.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,2.0,,,,,,,,,
Álvaro García,18,es ESP,LW,29-312,90,,,,,,,,,,,,,,,,,4,2022-2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.0,1.0,4.0,10.0,26.0,4.0,39.0,2.0,0.0,0.0,1.0,50.0,21.0,123.0,67.0,6.0,1.0,1.0,2.0,1.0,30.0,11.0,,,,,,,,,
Salvi,14,es ESP,RW,31-158,45,,,,,,,,,,,,,,,,,4,2022-2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.0,0.0,5.0,12.0,4.0,0.0,21.0,3.0,2.0,66.7,1.0,33.3,10.0,103.0,40.0,3.0,2.0,0.0,2.0,0.0,16.0,2.0,,,,,,,,,
   Isaac Palazón Camacho,7,es ESP,RW,27-251,45,,,,,,,,,,,,,,,,,4,2022-2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.0,0.0,3.0,14.0,7.0,1.0,23.0,2.0,2.0,100.0,0.0,0.0,15.0,66.0,7.0,0.0,1.0,0.0,2.0,1.0,20.0,3.0,,,,,,,,,
Óscar Trejo,8,ar ARG,AM,34-131,90,,,,,,,,,,,,,,,,,4,2022-2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.0,0.0,8.0,30.0,14.0,3.0,48.0,5.0,4.0,80.0,1.0,20.0,21.0,183.0,93.0,2.0,2.0,0.0,0.0,1.0,32.0,2.0,,,,,,,,,
Óscar Valentín,23,es ESP,DM,28-015,71,,,,,,,,,,,,,,,,,4,2022-2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.0,1.0,12.0,21.0,3.0,0.0,35.0,1.0,0.0,0.0,1.0,100.0,11.0,48.0,10.0,0.0,1.0,0.0,2.0,1.0,15.0,0.0,,,,,,,,,
   Santi Comesaña,6,es ESP,DM,25-334,19,,,,,,,,,,,,,,,,,4,2022-2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,0.0,3.0,5.0,3.0,1.0,11.0,0.0,0.0,,0.0,,4.0,27.0,11.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,,,,,,,,,
Pathé Ciss,21,sn SEN,DM,28-172,90,,,,,,,,,,,,,,,,,4,2022-2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.0,2.0,11.0,23.0,8.0,1.0,42.0,1.0,0.0,0.0,1.0,100.0,21.0,118.0,72.0,1.0,2.0,0.0,2.0,2.0,25.0,1.0,,,,,,,,,
Fran Garcia,3,es ESP,LB,23-021,89,,,,,,,,,,,,,,,,,4,2022-2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.0,1.0,23.0,14.0,14.0,0.0,51.0,2.0,0.0,0.0,2.0,100.0,24.0,228.0,133.0,1.0,3.0,0.0,1.0,0.0,29.0,2.0,,,,,,,,,
   Pep Chavarría,15,es ESP,LB,24-147,1,,,,,,,,,,,,,,,,,4,2022-2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,0.0,2.0,1.0,3.0,0.0,6.0,0.0,0.0,,0.0,,2.0,17.0,15.0,1.0,0.0,0.0,0.0,0.0,4.0,1.0,,,,,,,,,
Catena,5,es ESP,CB,27-311,90,,,,,,,,,,,,,,,,,4,2022-2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.0,8.0,40.0,35.0,0.0,0.0,75.0,0.0,0.0,,0.0,,39.0,198.0,74.0,0.0,0.0,0.0,0.0,0.0,39.0,0.0,,,,,,,,,
Florian Lejeune,19,fr FRA,CB,31-107,90,,,,,,,,,,,,,,,,,4,2022-2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.0,7.0,28.0,31.0,2.0,0.0,60.0,0.0,0.0,,0.0,,32.0,161.0,89.0,0.0,0.0,0.0,0.0,0.0,38.0,0.0,,,,,,,,,
Iván Balliu,20,al ALB,RB,30-246,90,,,,,,,,,,,,,,,,,4,2022-2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.0,1.0,20.0,24.0,9.0,0.0,52.0,1.0,0.0,0.0,0.0,0.0,28.0,129.0,55.0,0.0,1.0,0.0,1.0,1.0,32.0,3.0,,,,,,,,,
Stole Dimitrievski,1,mk MKD,GK,28-253,90,,,,,,,,,,,,,,,,,4,2022-2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.0,33.0,42.0,0.0,0.0,0.0,42.0,0.0,0.0,,0.0,,22.0,132.0,74.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,,,,,,,,,
Iñaki Williams,9,gh GHA,"FW,RW",28-081,70,,,,,,,,,,,,,,,,,4,2022-2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.0,0.0,1.0,6.0,10.0,5.0,17.0,0.0,0.0,,0.0,,7.0,59.0,31.0,1.0,1.0,1.0,2.0,0.0,14.0,5.0,,,,,,,,,
   Raúl García,22,es ESP,AM,36-055,20,,,,,,,,,,,,,,,,,4,2022-2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,0.0,0.0,1.0,2.0,0.0,3.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,,,,,,,,,
Álex Berenguer,7,es ESP,"LW,RW",27-062,90,,,,,,,,,,,,,,,,,4,2022-2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.0,1.0,7.0,13.0,44.0,11.0,64.0,2.0,2.0,100.0,0.0,0.0,31.0,213.0,100.0,6.0,1.0,6.0,3.0,1.0,42.0,17.0,,,,,,,,,
Nico Williams,11,es ESP,RW,20-054,55,,,,,,,,,,,,,,,,,4,2022-2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.0,0.0,3.0,12.0,17.0,4.0,31.0,0.0,0.0,,0.0,,21.0,171.0,59.0,3.0,3.0,1.0,3.0,1.0,25.0,10.0,,,,,,,,,
   Gorka Guruzeta,12,es ESP,FW,25-357,35,,,,,,,,,,,,,,,,,4,2022-2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,0.0,1.0,5.0,3.0,1.0,9.0,0.0,0.0,,0.0,,2.0,20.0,5.0,0.0,0.0,1.0,0.0,3.0,6.0,2.0,,,,,,,,,
Iker Muniain,10,es ESP,"AM,LW",29-259,90,,,,,,,,,,,,,,,,,4,2022-2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.0,1.0,1.0,34.0,52.0,2.0,87.0,2.0,0.0,0.0,1.0,50.0,49.0,236.0,128.0,4.0,2.0,1.0,2.0,1.0,72.0,13.0,,,,,,,,,
Mikel Vesga,6,es ESP,DM,29-106,90,,,,,,,,,,,,,,,,,4,2022-2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93.0,2.0,14.0,53.0,27.0,1.0,93.0,0.0,0.0,,0.0,,45.0,288.0,149.0,3.0,2.0,0.0,2.0,1.0,60.0,0.0,,,,,,,,,
Oihan Sancet,8,es ESP,DM,22-132,70,,,,,,,,,,,,,,,,,4,2022-2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.0,0.0,4.0,30.0,27.0,2.0,61.0,2.0,0.0,0.0,2.0,100.0,44.0,278.0,171.0,4.0,2.0,0.0,6.0,3.0,53.0,5.0,,,,,,,,,
   Unai Vencedor Paris,16,es ESP,DM,21-293,20,,,,,,,,,,,,,,,,,4,2022-2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.0,0.0,4.0,6.0,7.0,0.0,17.0,1.0,0.0,0.0,1.0,100.0,8.0,30.0,18.0,0.0,1.0,0.0,1.0,0.0,11.0,2.0,,,,,,,,,
Iñigo Lekue,15,es ESP,LB,29-123,83,,,,,,,,,,,,,,,,,4,2022-2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.0,4.0,22.0,16.0,25.0,3.0,62.0,1.0,1.0,100.0,0.0,0.0,29.0,166.0,98.0,4.0,1.0,1.0,1.0,0.0,32.0,4.0,,,,,,,,,
   Jon Morcillo,2,es ESP,LB,23-354,7,,,,,,,,,,,,,,,,,4,2022-2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,0.0,2.0,0.0,4.0,0.0,6.0,0.0,0.0,,0.0,,5.0,38.0,22.0,1.0,1.0,0.0,0.0,0.0,5.0,2.0,,,,,,,,,
Yeray Álvarez,5,es ESP,CB,27-223,90,,,,,,,,,,,,,,,,,4,2022-2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.0,3.0,39.0,37.0,6.0,3.0,81.0,0.0,0.0,,0.0,,48.0,424.0,285.0,2.0,2.0,0.0,1.0,0.0,52.0,0.0,,,,,,,,,
Daniel Vivian,3,es ESP,CB,23-051,90,,,,,,,,,,,,,,,,,4,2022-2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.0,5.0,37.0,35.0,4.0,1.0,75.0,1.0,0.0,0.0,1.0,100.0,45.0,379.0,303.0,3.0,2.0,0.0,1.0,0.0,55.0,2.0,,,,,,,,,
Óscar de Marcos,18,es ESP,RB,33-143,90,,,,,,,,,,,,,,,,,4,2022-2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.0,4.0,21.0,24.0,42.0,1.0,86.0,0.0,0.0,,0.0,,39.0,129.0,76.0,1.0,4.0,0.0,0.0,1.0,45.0,6.0,,,,,,,,,
Unai Simón,1,es ESP,GK,25-085,90,,,,,,,,,,,,,,,,,4,2022-2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.0,38.0,44.0,0.0,0.0,0.0,44.0,0.0,0.0,,0.0,,29.0,156.0,77.0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,,,,,,,,,
Joselu,9,es ESP,FW,32-161,90,,,,,,,,,,,,,,,,,4,2022-2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.0,4.0,6.0,21.0,11.0,4.0,38.0,3.0,3.0,100.0,0.0,0.0,18.0,81.0,38.0,1.0,1.0,0.0,2.0,5.0,27.0,3.0,,,,,,,,,
Martin Braithwaite,17,dk DEN,"LW,LM",31-091,85,,,,,,,,,,,,,,,,,4,2022-2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.0,1.0,1.0,6.0,14.0,2.0,21.0,3.0,1.0,33.3,1.0,33.3,12.0,75.0,7.0,0.0,0.0,0.0,2.0,1.0,14.0,3.0,,,,,,,,,
   Dani Gómez,19,es ESP,LM,24-036,5,,,,,,,,,,,,,,,,,4,2022-2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,0.0,2.0,1.0,0.0,0.0,3.0,0.0,0.0,,0.0,,1.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,,,,,,,,,
Javi Puado,7,es ESP,RW,24-102,70,,,,,,,,,,,,,,,,,4,2022-2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.0,0.0,2.0,6.0,15.0,4.0,23.0,1.0,1.0,100.0,0.0,0.0,14.0,75.0,46.0,2.0,0.0,2.0,2.0,2.0,20.0,5.0,,,,,,,,,
   José Carlos Lazo,16,es ESP,"RM,RW",26-200,20,,,,,,,,,,,,,,,,,4,2022-2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,0.0,2.0,1.0,2.0,0.0,5.0,0.0,0.0,,0.0,,2.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,3.0,1.0,,,,,,,,,
Sergi Darder,10,es ESP,"LM,CM",28-256,90,,,,,,,,,,,,,,,,,4,2022-2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.0,0.0,6.0,33.0,19.0,1.0,56.0,5.0,3.0,60.0,1.0,20.0,25.0,339.0,215.0,6.0,4.0,0.0,3.0,1.0,33.0,4.0,,,,,,,,,
Edu Expósito,20,es ESP,CM,26-034,45,,,,,,,,,,,,,,,,,4,2022-2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.0,2.0,11.0,11.0,6.0,1.0,28.0,1.0,1.0,100.0,0.0,0.0,7.0,31.0,14.0,0.0,0.0,0.0,3.0,0.0,12.0,2.0,,,,,,,,,
   Keidi Bare,8,al ALB,CM,25-007,15,,,,,,,,,,,,,,,,,4,2022-2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,0.0,1.0,7.0,1.0,0.0,9.0,0.0,0.0,,0.0,,3.0,15.0,8.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,,,,,,,,,
   Simo,28,es ESP,"CB,CM",17-213,30,,,,,,,,,,,,,,,,,4,2022-2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,0.0,2.0,1.0,0.0,0.0,3.0,0.0,0.0,,0.0,,2.0,15.0,12.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,,,,,,,,,
Vinicius Souza,12,br BRA,"RM,CM",23-079,90,,,,,,,,,,,,,,,,,4,2022-2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.0,7.0,15.0,22.0,4.0,1.0,41.0,0.0,0.0,,0.0,,10.0,28.0,2.0,0.0,0.0,0.0,2.0,0.0,17.0,1.0,,,,,,,,,
Brian Oliván,14,es ESP,"LB,CB",28-156,90,,,,,,,,,,,,,,,,,4,2022-2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.0,3.0,16.0,20.0,8.0,1.0,44.0,0.0,0.0,,0.0,,13.0,65.0,41.0,1.0,1.0,0.0,0.0,1.0,18.0,2.0,,,,,,,,,
Leandro Cabrera,4,uy URU,CB,31-079,90,,,,,,,,,,,,,,,,,4,2022-2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.0,16.0,26.0,20.0,1.0,1.0,47.0,0.0,0.0,,0.0,,15.0,84.0,43.0,1.0,0.0,0.0,0.0,2.0,15.0,0.0,,,,,,,,,
Fernando Calero,5,es ESP,CB,26-355,70,,,,,,,,,,,,,,,,,4,2022-2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.0,8.0,23.0,14.0,0.0,0.0,37.0,0.0,0.0,,0.0,,12.0,57.0,12.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,,,,,,,,,
   Omar El Hilali,26,ma MAR,"LB,CB",18-357,20,,,,,,,,,,,,,,,,,4,2022-2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,2.0,10.0,2.0,0.0,0.0,12.0,0.0,0.0,,0.0,,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
Óscar Gil,2,es ESP,RB,25-131,90,,,,,,,,,,,,,,,,,4,2022-2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.0,8.0,18.0,22.0,17.0,1.0,57.0,1.0,1.0,100.0,0.0,0.0,17.0,104.0,51.0,1.0,1.0,0.0,1.0,0.0,22.0,4.0,,,,,,,,,
Álvaro Fernández,25,es ESP,GK,24-144,90,,,,,,,,,,,,,,,,,4,2022-2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.0,29.0,31.0,0.0,0.0,0.0,31.0,0.0,0.0,,0.0,,11.0,71.0,51.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,,,,,,,,,
Nicolas Jackson,15,sn SEN,FW,21-076,45,,,,,,,,,,,,,,,,,4,2022-2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.0,0.0,1.0,8.0,9.0,2.0,18.0,2.0,1.0,50.0,1.0,50.0,10.0,66.0,21.0,1.0,0.0,0.0,4.0,1.0,13.0,4.0,,,,,,,,,
   José Luis Morales,22,es ESP,FW,35-043,45,,,,,,,,,,,,,,,,,4,2022-2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.0,0.0,1.0,6.0,9.0,4.0,15.0,2.0,1.0,50.0,0.0,0.0,7.0,44.0,40.0,3.0,1.0,1.0,1.0,0.0,8.0,3.0,,,,,,,,,
Gerard Moreno,7,es ESP,FW,30-150,64,,,,,,,,,,,,,,,,,4,2022-2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.0,0.0,4.0,14.0,15.0,7.0,33.0,1.0,0.0,0.0,1.0,100.0,15.0,67.0,29.0,0.0,0.0,1.0,2.0,4.0,27.0,7.0,,,,,,,,,
   Alex Baena,16,es ESP,"FW,LM",21-046,26,,,,,,,,,,,,,,,,,4,2022-2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.0,0.0,2.0,6.0,5.0,1.0,13.0,0.0,0.0,,0.0,,6.0,30.0,22.0,2.0,0.0,1.0,0.0,0.0,9.0,2.0,,,,,,,,,
Giovani Lo Celso,17,ar ARG,"LM,FW",26-148,78,,,,,,,,,,,,,,,,,4,2022-2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.0,0.0,6.0,25.0,17.0,1.0,46.0,1.0,1.0,100.0,0.0,0.0,28.0,158.0,59.0,1.0,2.0,0.0,2.0,7.0,31.0,5.0,,,,,,,,,
