player,shirtnumber,nationality,position,age,minutes,tackles,tackles_won,tackles_def_3rd,tackles_mid_3rd,tackles_att_3rd,challenge_tackles,challenges,challenge_tackles_pct,challenges_lost,blocks,blocked_shots,blocked_passes,interceptions,tackles_interceptions,clearances,errors,Matchweek,Season,Equipo,unique_id,gk_shots_on_target_against,gk_goals_against,gk_saves,gk_save_pct,gk_psxg,gk_passes_completed_launched,gk_passes_launched,gk_passes_pct_launched,gk_passes,gk_passes_throws,gk_pct_passes_launched,gk_passes_length_avg,gk_goal_kicks,gk_pct_goal_kicks_launched,gk_goal_kick_length_avg,gk_crosses,gk_crosses_stopped,gk_crosses_stopped_pct,gk_def_actions_outside_pen_area,gk_avg_distance_def_actions
Sergio Asenjo,1,es ESP,GK,31-133,90,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,9,2020-2021,Villarreal ,Sergio Asenjo_Villarreal _9,4.0,1.0,3.0,75.0,0.8,12.0,18.0,66.7,37.0,12.0,37.8,34.1,7.0,57.1,45.1,23.0,0.0,0.0,0.0,11.0
Álex Remiro,1,es ESP,GK,25-229,90,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,9,2020-2021,Real Sociedad ,Álex Remiro_Real Sociedad _9,1.0,0.0,0.0,100.0,1.0,1.0,3.0,33.3,16.0,4.0,6.3,24.5,3.0,66.7,46.7,4.0,1.0,25.0,0.0,8.3
Ángel,41,es ESP,GK,18-139,90,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,9,2020-2021,Granada ,Ángel_Granada _9,9.0,2.0,6.0,88.9,3.1,9.0,24.0,37.5,14.0,0.0,71.4,43.7,17.0,82.4,54.8,20.0,0.0,0.0,0.0,7.7
Jordi Masip,1,es ESP,GK,31-310,90,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0,0.0,0.0,0.0,9,2020-2021,Valladolid ,Jordi Masip_Valladolid _9,2.0,1.0,1.0,100.0,1.0,13.0,27.0,48.1,18.0,0.0,88.9,53.9,11.0,100.0,65.1,22.0,0.0,0.0,0.0,10.5
Unai Simón,1,es ESP,GK,23-150,90,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,9,2020-2021,Athletic Club ,Unai Simón_Athletic Club _9,4.0,2.0,2.0,75.0,2.2,7.0,12.0,58.3,15.0,3.0,46.7,36.1,6.0,83.3,59.5,9.0,0.0,0.0,0.0,1.0
Aitor Fernández,13,es ESP,GK,29-189,90,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,9,2020-2021,Levante ,Aitor Fernández_Levante _9,2.0,1.0,1.0,50.0,0.5,3.0,4.0,75.0,20.0,7.0,20.0,27.7,2.0,0.0,27.5,5.0,0.0,0.0,3.0,31.3
Fernando Pacheco,1,es ESP,GK,28-174,90,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,9,2020-2021,Alavés ,Fernando Pacheco_Alavés _9,5.0,1.0,4.0,80.0,0.8,22.0,36.0,61.1,28.0,3.0,82.1,48.1,13.0,100.0,61.2,25.0,2.0,8.0,0.0,4.5
Jaume Doménech,1,es ESP,GK,30-003,90,1.0,1,1.0,0.0,0.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0,1.0,1.0,0.0,9,2020-2021,Valencia ,Jaume Doménech_Valencia _9,6.0,1.0,5.0,83.3,1.1,8.0,21.0,38.1,18.0,3.0,55.6,42.0,11.0,100.0,58.4,30.0,0.0,0.0,1.0,16.7
Thibaut Courtois,1,be BEL,GK,28-181,90,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,1.0,0,0.0,0.0,0.0,9,2020-2021,Real Madrid ,Thibaut Courtois_Real Madrid _9,4.0,4.0,1.0,75.0,3.1,2.0,4.0,50.0,23.0,7.0,17.4,27.0,3.0,0.0,20.0,7.0,1.0,14.3,0.0,10.0
Sergio Herrera,1,es ESP,GK,27-168,90,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,1,1.0,2.0,1.0,10,2020-2021,Osasuna ,Sergio Herrera_Osasuna _10,5.0,1.0,4.0,80.0,0.9,8.0,18.0,44.4,35.0,5.0,48.6,38.7,2.0,50.0,49.5,10.0,2.0,20.0,5.0,17.8
Andrés Fernández,25,es ESP,GK,33-339,90,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,10,2020-2021,Huesca ,Andrés Fernández_Huesca _10,7.0,1.0,6.0,85.7,0.9,4.0,24.0,16.7,30.0,2.0,40.0,37.9,14.0,85.7,55.6,24.0,0.0,0.0,0.0,8.0
Aitor Fernández,13,es ESP,GK,29-202,90,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,10,2020-2021,Levante ,Aitor Fernández_Levante _10,5.0,1.0,4.0,80.0,0.6,1.0,8.0,12.5,28.0,9.0,17.9,27.9,4.0,75.0,59.8,14.0,0.0,0.0,3.0,20.8
Édgar Badía,13,es ESP,GK,28-283,90,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,10,2020-2021,Elche ,Édgar Badía_Elche _10,5.0,1.0,4.0,80.0,1.2,7.0,14.0,50.0,36.0,7.0,25.0,27.9,7.0,71.4,45.7,15.0,0.0,0.0,2.0,15.0
Sergio Asenjo,1,es ESP,GK,31-146,90,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,10,2020-2021,Villarreal ,Sergio Asenjo_Villarreal _10,1.0,1.0,0.0,0.0,0.5,2.0,4.0,50.0,25.0,4.0,12.0,25.0,1.0,100.0,62.0,6.0,1.0,16.7,0.0,6.5
Thibaut Courtois,1,be BEL,GK,28-194,90,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,2.0,0.0,10,2020-2021,Real Madrid ,Thibaut Courtois_Real Madrid _10,1.0,1.0,0.0,100.0,1.0,5.0,10.0,50.0,36.0,6.0,22.2,29.4,9.0,22.2,26.3,15.0,0.0,0.0,1.0,10.7
Tomáš Vaclík,1,cz CZE,GK,31-237,90,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,10,2020-2021,Sevilla ,Tomáš Vaclík_Sevilla _10,7.0,2.0,5.0,71.4,2.9,2.0,9.0,22.2,24.0,0.0,29.2,35.0,3.0,66.7,43.0,6.0,1.0,16.7,1.0,9.8
Rubén Blanco,13,es ESP,GK,25-119,90,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,10,2020-2021,Celta Vigo ,Rubén Blanco_Celta Vigo _10,10.0,4.0,6.0,60.0,3.5,5.0,12.0,41.7,26.0,1.0,26.9,31.2,5.0,100.0,57.2,19.0,0.0,0.0,0.0,14.0
Jan Oblak,13,si SVN,GK,27-319,90,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,1.0,1.0,10,2020-2021,Atlético Madrid ,Jan Oblak_Atlético Madrid _10,4.0,0.0,4.0,100.0,0.2,6.0,19.0,31.6,19.0,1.0,68.4,45.3,8.0,75.0,49.8,15.0,0.0,0.0,0.0,7.0
Marc-André ter Stegen,1,de GER,GK,28-205,90,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0,0.0,0.0,1.0,10,2020-2021,Barcelona ,Marc-André ter Stegen_Barcelona _10,2.0,1.0,1.0,50.0,0.5,2.0,3.0,66.7,18.0,4.0,11.1,26.9,5.0,20.0,32.8,13.0,1.0,7.7,3.0,19.7
Marko Dmitrović,1,rs SRB,GK,28-303,90,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,10,2020-2021,Eibar ,Marko Dmitrović_Eibar _10,3.0,0.0,3.0,100.0,0.3,11.0,26.0,42.3,26.0,3.0,76.9,54.3,6.0,100.0,73.0,17.0,1.0,5.9,1.0,11.8
David Soria,13,es ESP,GK,27-232,90,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,10,2020-2021,Getafe ,David Soria_Getafe _10,4.0,0.0,4.0,100.0,1.3,9.0,25.0,36.0,19.0,1.0,84.2,51.8,9.0,100.0,62.7,17.0,1.0,5.9,0.0,6.0
Jeremías Ledesma,1,ar ARG,GK,27-283,90,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,10,2020-2021,Cádiz ,Jeremías Ledesma_Cádiz _10,3.0,1.0,2.0,66.7,0.3,10.0,24.0,41.7,20.0,2.0,75.0,52.4,9.0,100.0,64.9,16.0,0.0,0.0,0.0,5.5
Álex Remiro,1,es ESP,GK,25-243,90,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,10,2020-2021,Real Sociedad ,Álex Remiro_Real Sociedad _10,0.0,0.0,0.0,,0.0,5.0,10.0,50.0,23.0,4.0,30.4,28.9,7.0,42.9,38.6,6.0,0.0,0.0,2.0,24.7
Rui Silva,1,pt POR,GK,26-289,90,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,10,2020-2021,Granada ,Rui Silva_Granada _10,3.0,3.0,0.0,0.0,1.0,15.0,23.0,65.2,27.0,4.0,59.3,40.4,9.0,77.8,50.3,6.0,0.0,0.0,1.0,21.7
Jordi Masip,1,es ESP,GK,31-324,90,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,10,2020-2021,Valladolid ,Jordi Masip_Valladolid _10,6.0,1.0,5.0,83.3,0.9,12.0,29.0,41.4,29.0,3.0,69.0,47.1,9.0,100.0,60.9,22.0,0.0,0.0,2.0,17.7
Fernando Pacheco,1,es ESP,GK,28-188,90,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,10,2020-2021,Alavés ,Fernando Pacheco_Alavés _10,5.0,2.0,3.0,60.0,1.7,8.0,23.0,34.8,17.0,0.0,82.4,50.2,10.0,90.0,53.6,13.0,0.0,0.0,0.0,1.0
Jaume Doménech,1,es ESP,GK,30-017,90,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,10,2020-2021,Valencia ,Jaume Doménech_Valencia _10,3.0,2.0,1.0,66.7,1.5,1.0,9.0,11.1,27.0,7.0,25.9,31.3,2.0,100.0,56.5,9.0,0.0,0.0,0.0,15.0
Unai Simón,1,es ESP,GK,23-165,90,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,10,2020-2021,Athletic Club ,Unai Simón_Athletic Club _10,1.0,0.0,1.0,100.0,0.0,5.0,10.0,50.0,22.0,6.0,36.4,36.5,2.0,100.0,61.5,14.0,0.0,0.0,0.0,
Claudio Bravo,25,cl CHI,GK,37-224,90,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,10,2020-2021,Betis ,Claudio Bravo_Betis _10,9.0,4.0,6.0,55.6,3.0,2.0,7.0,28.6,28.0,10.0,17.9,25.9,3.0,66.7,41.3,17.0,0.0,0.0,1.0,11.7
Jordi Masip,1,es ESP,GK,31-329,90,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,11,2020-2021,Valladolid ,Jordi Masip_Valladolid _11,3.0,1.0,2.0,100.0,1.2,6.0,24.0,25.0,20.0,5.0,75.0,50.8,9.0,100.0,68.8,21.0,1.0,4.8,0.0,5.8
Cárdenas,34,es ESP,GK,23-244,90,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,2.0,0.0,11,2020-2021,Levante ,Cárdenas_Levante _11,4.0,1.0,3.0,75.0,0.9,1.0,6.0,16.7,21.0,4.0,23.8,28.0,8.0,12.5,19.4,15.0,1.0,6.7,0.0,7.2
Édgar Badía,13,es ESP,GK,28-290,90,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,11,2020-2021,Elche ,Édgar Badía_Elche _11,2.0,1.0,1.0,50.0,0.8,7.0,14.0,50.0,37.0,4.0,32.4,31.2,2.0,100.0,64.0,25.0,0.0,0.0,1.0,11.0
Jeremías Ledesma,1,ar ARG,GK,27-289,90,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,11,2020-2021,Cádiz ,Jeremías Ledesma_Cádiz _11,3.0,1.0,2.0,66.7,0.8,7.0,19.0,36.8,23.0,2.0,60.9,42.3,6.0,83.3,57.8,5.0,0.0,0.0,0.0,
Jaume Doménech,1,es ESP,GK,30-023,90,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,11,2020-2021,Valencia ,Jaume Doménech_Valencia _11,5.0,1.0,5.0,80.0,0.8,7.0,26.0,26.9,21.0,3.0,66.7,40.9,13.0,92.3,56.6,13.0,0.0,0.0,0.0,7.0
Jan Oblak,13,si SVN,GK,27-326,90,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,11,2020-2021,Atlético Madrid ,Jan Oblak_Atlético Madrid _11,2.0,0.0,2.0,100.0,0.5,1.0,9.0,11.1,15.0,5.0,33.3,35.1,5.0,80.0,49.6,9.0,0.0,0.0,0.0,
Andrés Fernández,25,es ESP,GK,33-347,90,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,11,2020-2021,Huesca ,Andrés Fernández_Huesca _11,4.0,1.0,3.0,75.0,1.2,6.0,17.0,35.3,31.0,5.0,45.2,40.0,9.0,33.3,30.6,20.0,0.0,0.0,0.0,12.0
Tomáš Vaclík,1,cz CZE,GK,31-244,90,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0,0.0,0.0,0.0,11,2020-2021,Sevilla ,Tomáš Vaclík_Sevilla _11,1.0,0.0,1.0,100.0,0.1,6.0,9.0,66.7,19.0,5.0,47.4,37.5,1.0,0.0,23.0,9.0,0.0,0.0,0.0,11.0
Thibaut Courtois,1,be BEL,GK,28-201,90,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,11,2020-2021,Real Madrid ,Thibaut Courtois_Real Madrid _11,6.0,2.0,4.0,83.3,2.6,0.0,2.0,0.0,15.0,5.0,13.3,27.5,1.0,0.0,36.0,10.0,0.0,0.0,0.0,9.5
Fernando Pacheco,1,es ESP,GK,28-194,90,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,11,2020-2021,Alavés ,Fernando Pacheco_Alavés _11,8.0,1.0,7.0,87.5,2.0,15.0,24.0,62.5,23.0,3.0,65.2,44.0,15.0,60.0,40.6,29.0,3.0,10.3,0.0,4.3
Marc-André ter Stegen,1,de GER,GK,28-213,90,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,11,2020-2021,Barcelona ,Marc-André ter Stegen_Barcelona _11,5.0,0.0,5.0,100.0,0.9,4.0,5.0,80.0,34.0,7.0,5.9,23.1,8.0,37.5,36.4,20.0,1.0,5.0,1.0,13.3
Sergio Herrera,1,es ESP,GK,27-177,90,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0,0.0,0.0,0.0,11,2020-2021,Osasuna ,Sergio Herrera_Osasuna _11,10.0,4.0,6.0,60.0,3.9,12.0,21.0,57.1,24.0,3.0,54.2,40.3,9.0,88.9,61.3,11.0,0.0,0.0,4.0,21.0
David Soria,13,es ESP,GK,27-239,90,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,11,2020-2021,Getafe ,David Soria_Getafe _11,2.0,1.0,1.0,50.0,0.3,3.0,19.0,15.8,24.0,0.0,62.5,46.6,5.0,80.0,53.6,7.0,0.0,0.0,1.0,21.0
Unai Simón,1,es ESP,GK,23-171,90,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,11,2020-2021,Athletic Club ,Unai Simón_Athletic Club _11,3.0,1.0,2.0,66.7,0.2,8.0,22.0,36.4,22.0,2.0,45.5,40.9,12.0,100.0,61.9,12.0,0.0,0.0,2.0,20.3
Giorgi Mamardashvili,28,ge GEO,GK,20-318,90,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,1,2021-2022,Valencia ,Giorgi Mamardashvili_Valencia _1,4.0,0.0,4.0,100.0,0.8,11.0,19.0,57.9,10.0,1.0,80.0,51.1,13.0,84.6,56.4,26.0,0.0,0.0,0.0,12.0
David Soria,13,es ESP,GK,28-131,90,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,1,2021-2022,Getafe ,David Soria_Getafe _1,2.0,1.0,1.0,100.0,1.2,2.0,7.0,28.6,9.0,0.0,55.6,36.7,2.0,100.0,56.5,3.0,0.0,0.0,2.0,25.0
Manolo Reina,1,es ESP,GK,36-135,90,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,1,2021-2022,Mallorca ,Manolo Reina_Mallorca _1,0.0,1.0,0.0,,0.0,4.0,10.0,40.0,15.0,3.0,46.7,37.8,10.0,30.0,28.7,12.0,0.0,0.0,0.0,2.0
Rui Silva,13,pt POR,GK,27-188,90,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,1,2021-2022,Betis ,Rui Silva_Betis _1,2.0,1.0,1.0,50.0,1.3,3.0,7.0,42.9,24.0,0.0,25.0,30.0,8.0,12.5,30.3,11.0,0.0,0.0,1.0,18.7
Jeremías Ledesma,1,ar ARG,GK,28-182,90,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,1,2021-2022,Cádiz ,Jeremías Ledesma_Cádiz _1,3.0,1.0,2.0,66.7,1.1,9.0,26.0,34.6,20.0,2.0,55.0,45.2,18.0,83.3,63.4,13.0,0.0,0.0,0.0,16.3
Aitor Fernández,13,es ESP,GK,30-103,90,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,1,2021-2022,Levante ,Aitor Fernández_Levante _1,2.0,1.0,1.0,50.0,1.1,8.0,15.0,53.3,18.0,4.0,55.6,38.6,11.0,45.5,44.9,10.0,0.0,0.0,3.0,21.2
Fernando Pacheco,1,es ESP,GK,29-088,90,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,1,2021-2022,Alavés ,Fernando Pacheco_Alavés _1,7.0,4.0,3.0,42.9,2.0,9.0,11.0,81.8,16.0,3.0,25.0,31.9,13.0,53.8,38.3,9.0,0.0,0.0,0.0,
Thibaut Courtois,1,be BEL,GK,29-095,90,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,1,2021-2022,Real Madrid ,Thibaut Courtois_Real Madrid _1,4.0,1.0,3.0,100.0,1.2,1.0,6.0,16.7,27.0,7.0,18.5,30.2,4.0,25.0,40.0,13.0,0.0,0.0,3.0,21.3
Sergio Herrera,1,es ESP,GK,28-070,90,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,1,2021-2022,Osasuna ,Sergio Herrera_Osasuna _1,3.0,0.0,3.0,100.0,0.2,13.0,28.0,46.4,28.0,3.0,75.0,47.5,8.0,87.5,61.0,10.0,0.0,0.0,1.0,16.3
Diego López,13,es ESP,GK,39-284,90,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,1,2021-2022,Espanyol ,Diego López_Espanyol _1,1.0,0.0,1.0,100.0,0.0,5.0,17.0,29.4,25.0,6.0,48.0,39.2,13.0,38.5,36.8,28.0,2.0,7.1,1.0,13.5
Matías Dituro,1,ar ARG,GK,34-099,90,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,1,2021-2022,Celta Vigo ,Matías Dituro_Celta Vigo _1,4.0,2.0,2.0,50.0,2.5,6.0,9.0,66.7,25.0,4.0,28.0,33.0,7.0,28.6,36.9,5.0,0.0,0.0,2.0,28.7
Jan Oblak,13,si SVN,GK,28-220,90,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,1,2021-2022,Atlético Madrid ,Jan Oblak_Atlético Madrid _1,2.0,1.0,1.0,100.0,1.2,5.0,15.0,33.3,26.0,5.0,53.8,43.1,5.0,20.0,30.8,15.0,1.0,6.7,0.0,10.3
Neto,13,br BRA,GK,32-027,90,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,1,2021-2022,Barcelona ,Neto_Barcelona _1,3.0,2.0,1.0,33.3,2.0,6.0,18.0,33.3,42.0,1.0,40.5,35.7,7.0,14.3,21.3,8.0,0.0,0.0,1.0,19.5
Álex Remiro,1,es ESP,GK,26-144,90,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,4.0,0.0,1,2021-2022,Real Sociedad ,Álex Remiro_Real Sociedad _1,8.0,4.0,4.0,50.0,3.0,4.0,7.0,57.1,21.0,3.0,28.6,29.4,3.0,33.3,33.3,10.0,0.0,0.0,2.0,13.8
Marko Dmitrović,1,rs SRB,GK,29-203,90,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,2.0,0.0,1,2021-2022,Sevilla ,Marko Dmitrović_Sevilla _1,3.0,0.0,3.0,100.0,0.6,0.0,3.0,0.0,26.0,6.0,11.5,20.3,2.0,0.0,19.0,4.0,1.0,25.0,4.0,19.5
Luca Zidane,1,fr FRA,GK,23-094,15,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,1,2021-2022,Rayo Vallecano ,Luca Zidane_Rayo Vallecano _1,,,,,0.0,,,,,2.0,,,,,,2.0,,,,
Gerónimo Rulli,13,ar ARG,GK,29-088,90,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,1,2021-2022,Villarreal ,Gerónimo Rulli_Villarreal _1,1.0,0.0,1.0,100.0,0.1,3.0,9.0,33.3,23.0,2.0,26.1,31.8,6.0,50.0,41.2,11.0,0.0,0.0,0.0,10.0
Aarón Escandell,13,es ESP,GK,25-323,90,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0,0.0,0.0,0.0,1,2021-2022,Granada ,Aarón Escandell_Granada _1,3.0,0.0,3.0,100.0,0.3,13.0,27.0,48.1,30.0,4.0,60.0,42.1,10.0,90.0,52.3,14.0,3.0,21.4,4.0,17.0
Kiko Casilla,1,es ESP,GK,34-318,90,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,1,2021-2022,Elche ,Kiko Casilla_Elche _1,3.0,0.0,3.0,100.0,0.4,7.0,18.0,38.9,27.0,9.0,44.4,36.9,9.0,66.7,51.0,20.0,1.0,5.0,0.0,5.3
Julen Agirrezabala,26,es ESP,GK,20-233,90,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,1,2021-2022,Athletic Club ,Julen Agirrezabala_Athletic Club _1,2.0,0.0,2.0,100.0,0.2,2.0,5.0,40.0,14.0,5.0,14.3,30.4,7.0,42.9,30.7,18.0,0.0,0.0,2.0,28.0
Manolo Reina,1,es ESP,GK,36-209,90,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,11,2021-2022,Mallorca ,Manolo Reina_Mallorca _11,3.0,1.0,2.0,66.7,2.1,9.0,22.0,40.9,25.0,4.0,64.0,42.0,7.0,85.7,59.1,16.0,1.0,6.3,2.0,27.3
Yassine Bounou,13,ma MAR,GK,30-205,90,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,11,2021-2022,Sevilla ,Yassine Bounou_Sevilla _11,4.0,1.0,3.0,75.0,1.6,1.0,5.0,20.0,20.0,6.0,25.0,32.6,4.0,0.0,18.3,8.0,0.0,0.0,2.0,18.0
Claudio Bravo,25,cl CHI,GK,38-197,90,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,1.0,1.0,11,2021-2022,Betis ,Claudio Bravo_Betis _11,4.0,1.0,3.0,75.0,1.4,10.0,23.0,43.5,27.0,1.0,66.7,45.0,8.0,62.5,53.6,20.0,0.0,0.0,0.0,4.7
Jasper Cillessen,13,nl NED,GK,32-188,90,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,11,2021-2022,Valencia ,Jasper Cillessen_Valencia _11,9.0,4.0,5.0,66.7,2.8,7.0,11.0,63.6,11.0,4.0,63.6,38.8,5.0,80.0,56.4,10.0,0.0,0.0,2.0,26.0
Thibaut Courtois,1,be BEL,GK,29-169,90,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,11,2021-2022,Real Madrid ,Thibaut Courtois_Real Madrid _11,0.0,0.0,0.0,,0.0,0.0,2.0,0.0,23.0,3.0,4.3,23.5,6.0,16.7,24.8,9.0,1.0,11.1,1.0,13.3
Sergio Herrera,1,es ESP,GK,28-144,90,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,1,1.0,0.0,0.0,11,2021-2022,Osasuna ,Sergio Herrera_Osasuna _11,3.0,0.0,3.0,100.0,0.1,18.0,31.0,58.1,22.0,2.0,72.7,53.4,18.0,83.3,54.4,30.0,0.0,0.0,0.0,7.0
Matías Dituro,1,ar ARG,GK,34-173,90,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,11,2021-2022,Celta Vigo ,Matías Dituro_Celta Vigo _11,4.0,2.0,2.0,50.0,2.0,7.0,18.0,38.9,28.0,2.0,53.6,42.7,6.0,50.0,49.0,8.0,0.0,0.0,1.0,11.3
